date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:29:07	46222/46222	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:29:15%20GMT	http://www.kingspec.com.cn/products_list/pmcId=54.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=54.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:29:11	46219/46219	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:29:19%20GMT	http://www.kingspec.com.cn/products_list/pmcId=31.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=31.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:29:14	46191/46191	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:29:23%20GMT	http://www.kingspec.com.cn/products_list/pmcId=32.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=32.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:29:18	46195/46195	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:29:26%20GMT	http://www.kingspec.com.cn/products_list/pmcId=33.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=33.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:29:21	46211/46211	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:29:30%20GMT	http://www.kingspec.com.cn/products_list/pmcId=34.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=34.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:29:25	46175/46175	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:29:33%20GMT	http://www.kingspec.com.cn/products_list/pmcId=35.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=35.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:29:29	46215/46215	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:29:37%20GMT	http://www.kingspec.com.cn/products_list/pmcId=36.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=36.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:29:33	46219/46219	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:29:42%20GMT	http://www.kingspec.com.cn/products_list/pmcId=37.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=37.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:29:37	46276/46276	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:29:46%20GMT	http://www.kingspec.com.cn/products_list/pmcId=72.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=72.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:29:41	46287/46287	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:29:49%20GMT	http://www.kingspec.com.cn/products_list/pmcId=42.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=42.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:29:46	46287/46287	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:29:53%20GMT	http://www.kingspec.com.cn/products_list/pmcId=43.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=43.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:29:49	46231/46231	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:29:58%20GMT	http://www.kingspec.com.cn/products_list/pmcId=44.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=44.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:29:53	46203/46203	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:01%20GMT	http://www.kingspec.com.cn/products_list/pmcId=56.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=56.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:29:57	46222/46222	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:05%20GMT	http://www.kingspec.com.cn/products_list/pmcId=45.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=45.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:01	46222/46222	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:09%20GMT	http://www.kingspec.com.cn/products_list/pmcId=46.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=46.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:05	46218/46218	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:13%20GMT	http://www.kingspec.com.cn/products_list/pmcId=47.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=47.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:08	46214/46214	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:17%20GMT	http://www.kingspec.com.cn/products_list/pmcId=48.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=48.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:12	46212/46212	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:20%20GMT	http://www.kingspec.com.cn/products_list/pmcId=50.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=50.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:15	52677/52677	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:24%20GMT	http://www.kingspec.com.cn/products_list/pmcId=57.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=57.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:19	46165/46165	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:27%20GMT	http://www.kingspec.com.cn/products_list/pmcId=61.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=61.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:24	46169/46169	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:31%20GMT	http://www.kingspec.com.cn/products_list/pmcId=62.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=62.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:27	46165/46165	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:36%20GMT	http://www.kingspec.com.cn/products_list/pmcId=63.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=63.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:32	46228/46228	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:39%20GMT	http://www.kingspec.com.cn/products_list/pmcId=64.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=64.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:36	46220/46220	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:44%20GMT	http://www.kingspec.com.cn/products_list/pmcId=65.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=65.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:39	46193/46193	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:48%20GMT	http://www.kingspec.com.cn/products_list/pmcId=66.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=66.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:42	46173/46173	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:51%20GMT	http://www.kingspec.com.cn/products_list/pmcId=67.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=67.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:45	46173/46173	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:54%20GMT	http://www.kingspec.com.cn/products_list/pmcId=68.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=68.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:47	46173/46173	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:57%20GMT	http://www.kingspec.com.cn/products_list/pmcId=69.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=69.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:50	46236/46236	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:30:59%20GMT	http://www.kingspec.com.cn/products_list/pmcId=70.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=70.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:54	46224/46224	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:31:02%20GMT	http://www.kingspec.com.cn/products_list/pmcId=71.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=71.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:30:59	148177/148177	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:31:06%20GMT	http://www.kingspec.com.cn/products_list/pmcId=15.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=15.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:31:03	52771/52771	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:31:11%20GMT	http://www.kingspec.com.cn/products_detail/productId=25.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_detail/productId=25.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:31:04	42088/42088	---M--	200	added ('OK')	image/jpeg	etag:%22f3f23a0-a468-53ea677dfdcc5%22	http://www.kingspec.com.cn/imageRepository/da76b5c2-141e-4dca-a914-c732da406e35.jpg	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/imageRepository/da76b5c2-141e-4dca-a914-c732da406e35.jpg	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:31:06	55041/55041	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:31:15%20GMT	http://www.kingspec.com.cn/products_detail/productId=67.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_detail/productId=67.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:31:07	33706/33706	---M--	200	added ('OK')	image/jpeg	etag:%22ad24b5e-83aa-53ea6ebac6ceb%22	http://www.kingspec.com.cn/imageRepository/01d203ea-2635-4abd-a604-35dfa9ff6d4c.jpg	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/imageRepository/01d203ea-2635-4abd-a604-35dfa9ff6d4c.jpg	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:31:08	52278/52278	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:31:19%20GMT	http://www.kingspec.com.cn/products_detail/productId=27.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_detail/productId=27.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:31:08	5064/5064	---M--	200	added ('OK')	image/jpeg	etag:%225278eca-13c8-5341f493e3f40%22	http://www.kingspec.com.cn/imageRepository/6f2a1e78-3655-49f8-80af-cef7d44e37c1.jpg	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/imageRepository/6f2a1e78-3655-49f8-80af-cef7d44e37c1.jpg	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:31:11	53521/53521	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:31:21%20GMT	http://www.kingspec.com.cn/products_detail/productId=29.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_detail/productId=29.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:31:11	4736/4736	---M--	200	added ('OK')	image/jpeg	etag:%22f43c516-1280-5341f493e3f40%22	http://www.kingspec.com.cn/imageRepository/225e0643-8e35-46ed-a6ba-10cb3dbe0f55.jpg	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/imageRepository/225e0643-8e35-46ed-a6ba-10cb3dbe0f55.jpg	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:31:15	51349/51349	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:31:23%20GMT	http://www.kingspec.com.cn/products_detail/productId=52.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_detail/productId=52.html	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
15:31:15	13997/13997	---M--	200	added ('OK')	image/jpeg	etag:%2211633079-36ad-53d139780ab22%22	http://www.kingspec.com.cn/imageRepository/ec2d77d9-1062-470c-b8fb-4b51fe02933e.jpg	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/imageRepository/ec2d77d9-1062-470c-b8fb-4b51fe02933e.jpg	(from http://www.kingspec.com.cn/products_list/pmcId=21.html)
